TicketID,CreatedDate,ClosedDate,Priority,Status,CategoryID,CategoryText,Department,AssignedAgentID,FirstResponseMinutes,ReopenedFlag
T0003471,2025-06-22 22:30:48.524794,,P3,Pending User,C009,Access Req,IT,A0060,40.0,0
T0004822,2025-11-13 20:16:48.524794,,P3,Open,C006,Hardware Replace,IT,A0022,106.0,0
T0000628,2024-08-31 18:31:48.524794,2024-09-01 00:14:56.681618,Medium,Closed,C002,remote access,Sales,A0022,37.0,1
T0005047,2025-12-05 06:12:48.524794,,P1 ,Open,C011,Performance / Slowness,Legal,A0009,78.0,0
T0003602,2025-07-06 03:33:48.524794,,P3,In Progress,C007,Printer / Peripheral,Marketing,A0058,26.0,0
T0001720,2024-12-25 15:05:48.524794,2024-12-26 02:12:24.385037,P3,Closed,C012,MS Teams / Collaboration,Engineering,A0043,201.0,0
T0001255,2024-11-05 15:38:48.524794,,P3 ,In Progress,C010,Security Alert,Operations,A0002,18.0,0
T0001963,2025-01-18 17:39:48.524794,,Medium,Pending User,C003,LAN Connectivity,Engineering,A0058,19.0,0
T0000963,2024-10-05 04:18:48.524794,2024-10-05 09:16:40.157876,P2,Resolved,C009,Access Req,Legal,A0041,16.0,0
T0004390,2025-09-27 00:45:48.524794,2025-09-27 23:21:47.763339,P3,Closed,C012,Collaboration Tool,Operations,A0006,141.0,0
T0002396,2025-03-02 14:38:48.524794,2025-03-03 14:13:12.943827,P3,CLOSED,C008,APP CRASH,Customer Support,A0057,4.0,0
T0001439,2024-11-24 21:51:48.524794,2024-11-25 05:27:12.046975,P3,Closed,C002,VPN / Remote Access,Finance,A0019,136.0,0
T0004829,2025-11-14 16:51:48.524794,2025-11-15 14:39:11.398343,P3,Resolved,C007,Printer / Peripheral,Customer Support,A0032,308.0,0
T0001596,2024-12-11 04:52:48.524794,2024-12-18 12:25:15.157338,P4,Resolved,C005,Software Install ,Procurement,A0013,99.0,0
T0000036,2024-07-04 08:12:48.524794,,Medium,Open,C011,Performance Issue,I.T.,A0059,25.0,0
T0001092,2024-10-18 16:25:48.524794,,P4,Open,C004,PWD RESET ,Sales,A0030,14.0,0
T0002029,2025-01-25 17:28:48.524794,2025-01-26 11:53:08.312321,P3,Closed,C006,hardware replacement,Operations,A0002,116.0,0
T0003684,2025-07-13 18:36:48.524794,2025-07-16 08:16:37.195973,P4,Resolved,C004,Password Reset / Account Lock,Engineering,A0025,13.0,1
T0004152,2025-09-03 15:14:48.524794,2025-09-04 01:59:48.402753,P2,Closed,C009,New Access,Operations,A0010,142.0,0
T0001441,2024-11-25 04:25:48.524794,2024-11-25 22:39:18.927386,P3,Closed,C004,Pwd Reset,Engineering,A0025,159.0,0
T0002530,2025-03-17 21:50:48.524794,,Low,Pending User,C010,Security Alert,Customer Support,A0048,148.0,0
T0004160,2025-09-04 10:31:48.524794,2025-09-05 13:15:15.913693,P3,Closed,C002,VPN,CustomerService,A0036,,0
T0004467,2025-10-05 23:18:48.524794,2025-10-06 14:54:10.893736,P4,Closed,C004,Pwd Reset,Finance,A0011,20.0,0
T0001530,2024-12-04 16:18:48.524794,2024-12-05 03:15:06.646888,P3,Resolved,C003,Wi-Fi / LAN Connectivity ,Operations,A0055,21.0,0
T0004135,2025-09-02 06:48:48.524794,2025-09-03 00:17:49.997948,P3,Closed,C009,Access Request,IT,A0055,90.0,0
T0000856,2024-09-24 14:43:48.524794,2024-10-01 00:50:21.798221,P4 ,Closed,C008,Application Crash,Engineering,A0023,4.0,0
T0003150,2025-05-21 03:28:48.524794,2025-05-21 16:58:13.290848,P3,Closed,C001,Email,Customer Support,A0008,50.0,0
T0003444,2025-06-20 10:33:48.524794,,P3,Pending_User,C008,Application Failure,Sales,A0052,6.0,0
T0001254,2024-11-05 12:07:48.524794,,P4,In Progress,C004,Password Reset / Account Lock,Engineering,A0055,39.0,0
T0002169,2025-02-07 08:51:48.524794,2025-02-07 16:04:09.066822,P3,Resolved,C006,Hardware Replacement ,Engineering,A0045,10.0,1
T0003294,2025-06-04 10:20:48.524794,2025-06-05 09:14:09.922704,Medium,Closed,C007,Printer Issue,Procurement,A0014,19.0,0
T0003165,2025-05-22 16:10:48.524794,2025-05-23 13:15:21.728854,Medium,Resolved,C009,Access Request,IT,A0026,,0
T0002809,2025-04-17 12:47:48.524794,2025-04-21 21:33:36.483770,Low,Closed,C002,REMOTE ACCESS,IT,A0049,,1
T0004433,2025-10-01 17:50:48.524794,2025-10-02 15:36:09.628808,P3,Closed,C007,Peripheral,Engineering,A0045,63.0,0
T0004938,2025-11-25 07:51:48.524794,2025-11-27 11:39:49.731964,P3,Closed,C005,Install Software,CustomerService,A0049,4.0,0
T0001028,2024-10-12 05:47:48.524794,2024-10-12 08:10:06.384537,P1,Closed,C004,Account Locked,IT,A0045,32.0,0
T0004343,2025-09-21 06:26:48.524794,2025-09-21 23:28:17.709515,P3,Resolved,C011,Slowness,Procurement,A0002,53.0,0
T0001070,2024-10-16 18:32:48.524794,,P3,In-Progress,C001,Outlook Issue,Engineering,A0043,54.0,0
T0002633,2025-03-29 03:29:48.524794,2025-03-29 14:56:11.229239,P3,Closed,C005,Install Software,HR,A0015,42.0,0
T0003913,2025-08-08 13:02:48.524794,,P4,In Progress,C001,Email,IT,A0047,42.0,0
T0000028,2024-07-03 06:28:48.524794,,P4,Pending User,C011,Performance Issue,Sales,A0015,224.0,0
T0001779,2024-12-31 06:33:48.524794,2025-01-01 11:24:26.726453,P4,Resolved,C012,Teams Issue,IT,A0048,5.0,0
T0000396,2024-08-06 23:32:48.524794,,P-3,In Progress,C006,Hardware Replace,Legal,A0007,5.0,0
T0003603,2025-07-06 05:22:48.524794,,P4,IN PROGRESS,C002,VPN,Marketing,A0003,112.0,0
T0002717,2025-04-05 22:29:48.524794,,P3,Pending User,C002,vpn / remote access,Finance,A0010,108.0,0
T0000472,2024-08-13 23:37:48.524794,2024-08-16 01:09:03.870475,P4,Closed,C011,Slowness,Sales,A0046,79.0,0
T0001619,2024-12-13 20:11:48.524794,,P4,In Progress,C001,Email Issue,Engineering,A0049,1.0,0
T0000373,2024-08-05 09:01:48.524794,2024-08-06 05:35:36.695669,P4,Closed,C005,Software Install ,Procurement,A0040,70.0,0
T0001137,2024-10-23 18:20:48.524794,,P4,Pending User,C003,LAN Connectivity,HR,A0047,25.0,1
T0000061,2024-07-06 02:25:48.524794,2024-07-06 07:16:44.521657,P3,Closed,C004,Account Locked,HR,A0051,70.0,0
T0004137,2025-09-02 12:37:48.524794,2025-09-02 22:16:48.141295,P3,Closed,C001,Outlook Issue,Sales,A0051,11.0,0
T0000269,2024-07-27 10:48:48.524794,2024-07-28 01:31:58.057668,P3,Closed,C001,Email Issue,Marketing,A0049,35.0,0
T0001924,2025-01-14 23:12:48.524794,2025-01-17 10:01:04.368870,Low,Closed,C007,Printer Issue,Marketing,A0030,47.0,1
T0004805,2025-11-12 03:42:48.524794,2025-11-13 02:59:20.975313,P3,Resolved,C003,LAN Connectivity,Engineering,A0013,57.0,0
T0004609,2025-10-19 17:52:48.524794,2025-10-20 09:38:42.001784,Medium,Closed,C006,Replace Laptop,IT,A0057,41.0,0
T0004737,2025-11-02 15:51:48.524794,2025-11-03 03:53:58.528077,P3,Closed,C009,Access Request,Marketing,A0005,203.0,0
T0001791,2024-12-31 23:37:48.524794,2025-01-01 03:16:44.587721,P1,Closed,C009,Access Request,Procurement,A0034,151.0,0
T0001571,2024-12-08 12:17:48.524794,2024-12-09 05:38:06.016213,P2,Resolved,C003,Wi-Fi / LAN Connectivity,Engineering,A0059,247.0,0
T0001304,2024-11-10 07:55:48.524794,2024-11-11 09:10:40.583536,P4,Closed,C008,App Crash ,Marketing,A0009,15.0,1
T0005137,2025-12-14 17:12:48.524794,2025-12-16 11:26:30.609231,P4,Closed,C002,VPN,Marketing,A0031,65.0,0
T0000598,2024-08-28 05:04:48.524794,,P4,In Progress,C008,APPLICATION FAILURE,Marketing,A0055,6.0,0
T0000220,2024-07-22 00:11:48.524794,2024-07-22 17:46:35.998500,Medium,Closed,C001,EMAIL,Engineering,A0038,24.0,0
T0002335,2025-02-24 04:20:48.524794,,P3,In Progress,C011,PERFORMANCE / SLOWNESS,Procurement,A0031,24.0,0
T0000305,2024-07-30 13:07:48.524794,,P2,Pending User,C005,SOFTWARE INSTALL,Operations,A0030,40.0,0
T0003660,2025-07-10 19:02:48.524794,,P3,IN PROGRESS,C008,Application Crash ,Customer Support,A0028,32.0,0
T0005124,2025-12-13 06:27:48.524794,2025-12-13 11:02:03.389586,High,Resolved,C006,Hardware Replacement,Finance,A0047,35.0,0
T0000968,2024-10-05 10:06:48.524794,2024-10-06 02:38:09.818965,P3,Closed,C012,Teams Issue,HR,A0040,79.0,0
T0000595,2024-08-27 19:30:48.524794,,P3,In Progress,C004,Password Reset / Account Lock,HR,A0034,58.0,0
T0001410,2024-11-22 15:46:48.524794,2024-11-22 17:57:03.227172,P-1,Closed,C012,Teams Issue,HR,A0041,,0
T0002313,2025-02-21 17:30:48.524794,2025-02-22 11:58:33.244791,P2,Resolved,C005,Software Installation,Engineering,A0047,73.0,0
T0003899,2025-08-07 06:21:48.524794,,P3,In Progress,C008,Application Failure,Marketing,A0023,37.0,0
T0000172,2024-07-17 21:16:48.524794,2024-07-18 08:59:50.482944,P3,Resolved,C004,password reset / account lock ,CustomerService,A0030,29.0,0
T0000006,2024-06-29 21:48:48.524794,2024-06-30 01:04:03.935230,P2,Closed,C007,Printer Issue ,Finance,A0008,79.0,0
T0001390,2024-11-19 23:30:48.524794,,P3,Pending User,C001,Email Issue,Sales,A0004,42.0,0
T0001066,2024-10-16 10:25:48.524794,,Low,Pending User,C012,Collaboration Tool,Engineering,A0054,39.0,0
T0003854,2025-08-01 20:23:48.524794,2025-08-04 08:10:11.723031,P-3,Resolved,C004,Account Locked,Finance,A0007,174.0,0
T0003797,2025-07-27 05:26:48.524794,2025-07-27 08:14:12.325456,P1,Closed,C003,Wifi Issue,Customer Support,A0057,94.0,0
T0003543,2025-06-29 16:35:48.524794,2025-06-30 09:17:50.939060,P-3,Resolved,C011,Performance Issue,Marketing,A0012,264.0,0
T0004536,2025-10-12 17:12:48.524794,,P2,In Progress,C006,REPLACE LAPTOP,Customer Support,A0056,148.0,0
T0002595,2025-03-25 00:43:48.524794,2025-03-28 00:08:00.741611,P4,Closed,C009,access req,Customer Support,A0048,4.0,0
T0000016,2024-07-01 21:52:48.524794,2024-07-02 00:31:53.876041,P2,Resolved,C004,PWD RESET,Legal,A0051,82.0,0
T0000691,2024-09-06 17:27:48.524794,2024-09-07 16:03:33.759265,P3,Closed,C009,Access Req,IT,A0054,41.0,1
T0003621,2025-07-08 05:47:48.524794,2025-07-08 20:46:44.063964,P4,resolved,C004,Pwd Reset,Operations,A0047,107.0,0
T0001378,2024-11-17 21:02:48.524794,2024-11-19 07:29:18.186454,P4,Closed,C010,SECURITY INCIDENT,IT,A0054,23.0,0
T0001936,2025-01-16 03:32:48.524794,2025-01-16 04:47:32.652235,P1,Closed,C008,APPLICATION CRASH ,Operations,A0009,18.0,0
T0001659,2024-12-18 00:46:48.524794,2024-12-18 07:54:49.024274,P2,RESOLVED,C005,INSTALL SOFTWARE,Finance,A0019,15.0,1
T0004543,2025-10-13 04:27:48.524794,,Medium,In Progress,C004,Account Locked,IT,A0003,25.0,0
T0001206,2024-10-31 08:25:48.524794,,P3,Open,C006,Hardware Replace,Finance,A0014,196.0,0
T0001054,2024-10-15 03:09:48.524794,,P2,In-Progress,C010,SECURITY ALERT,Legal,A0020,6.0,0
T0000905,2024-09-28 10:13:48.524794,2024-09-28 16:47:44.050834,P3,Closed,C003,WI-FI / LAN CONNECTIVITY,Engineering,A0002,35.0,0
T0002266,2025-02-17 01:04:48.524794,2025-02-17 02:29:53.965770,P1,Resolved,C007,PRINTER / PERIPHERAL,Engineering,A0018,78.0,0
T0004210,2025-09-08 04:04:48.524794,,P2,In Progress,C011,Performance Issue,Operations,A0001,146.0,0
T0001296,2024-11-09 21:57:48.524794,2024-11-11 05:45:33.322296,P3,Closed,C012,Teams Issue,HR,A0012,28.0,0
T0002449,2025-03-08 08:42:48.524794,2025-03-08 21:40:07.684611,P3,Closed,C009,access req,Customer Support,A0005,19.0,0
T0005156,2025-12-16 20:00:48.524794,2025-12-17 18:47:04.883039,P3,Closed,C002,VPN,Sales,A0029,25.0,0
T0002844,2025-04-20 15:26:48.524794,2025-04-23 02:24:48.484734,P3,Closed,C001,Email,Finance,A0058,65.0,0
T0004783,2025-11-08 18:28:48.524794,2025-11-10 19:43:54.992621,P4,Closed,C007,Printer Issue,Sales,A0051,3.0,0
T0002070,2025-01-29 09:30:48.524794,,P4,Pending User,C005,Software Install,Operations,A0060,63.0,0
T0000822,2024-09-20 15:49:48.524794,2024-09-22 00:11:10.528765,Low,Closed,C002,VPN,Finance,A0013,26.0,0
T0004430,2025-10-01 08:45:48.524794,2025-10-01 13:30:48.754944,P2,Closed,C004,Pwd Reset,Legal,A0056,19.0,0
T0002653,2025-03-30 15:57:48.524794,2025-03-31 22:27:38.650021,P3,Resolved,C006,Hardware Replace,Engineering,A0036,1.0,0
T0002317,2025-02-22 00:22:48.524794,,P3,Open,C008,Application Failure,Procurement,A0026,12.0,0
T0000657,2024-09-03 01:25:48.524794,2024-09-03 03:34:50.889671,P1,Resolved,C004,Pwd Reset,Engineering,A0047,111.0,0
T0001366,2024-11-16 19:44:48.524794,,P4,In progress,C006,Hardware Replacement,Legal,A0006,82.0,0
T0002339,2025-02-24 09:57:48.524794,2025-02-25 11:31:28.968325,P4,Resolved,C008,Application Failure,HR,A0008,36.0,0
T0003634,2025-07-09 02:37:48.524794,2025-07-09 10:38:02.544806,Medium,Closed,C004,Password Reset / Account Lock,Operations,A0010,11.0,0
T0003876,2025-08-04 00:01:48.524794,2025-08-04 07:45:51.754253,P2,Resolved,C002,Remote Access,HR,A0044,16.0,0
T0002019,2025-01-24 17:01:48.524794,,P2,In Progress,C004,Account Locked,Engineering,A0036,56.0,0
T0002179,2025-02-08 13:28:48.524794,,P4,Open,C004,Pwd Reset,Operations,A0004,16.0,0
T0000083,2024-07-08 07:17:48.524794,2024-07-08 14:07:59.854304,P3 ,Resolved,C003,Wifi Issue,Engineering,A0028,6.0,0
T0003322,2025-06-07 02:41:48.524794,2025-06-07 21:22:13.199521,P3,Closed,C005,Software Installation,Engineering,A0005,191.0,0
T0000519,2024-08-18 18:29:48.524794,2024-08-19 01:44:04.899113,P3,Closed,C004,Password Reset / Account Lock,Customer Support,A0002,,0
T0000790,2024-09-17 02:22:48.524794,,P3,In Progress,C003,WIFI ISSUE,Engineering,A0056,226.0,0
T0001988,2025-01-21 06:28:48.524794,2025-01-22 00:36:30.638864,Medium,Closed,C002,VPN / Remote Access,Marketing,A0041,,0
T0002796,2025-04-16 06:31:48.524794,2025-04-17 00:49:40.500933,Medium,Resolved,C006,Hardware Replace,Legal,A0012,64.0,0
T0000343,2024-08-02 22:07:48.524794,,P3,Open,C005,Software Install,Marketing,A0040,25.0,0
T0003366,2025-06-12 06:19:48.524794,2025-06-19 01:37:59.396144,P4,Closed,C009,Access Request,Marketing,A0017,2.0,1
T0000200,2024-07-20 18:49:48.524794,2024-07-21 01:54:21.239063,P-1,Resolved,C004,pwd reset ,Engineering,A0011,109.0,0
T0000886,2024-09-27 04:06:48.524794,,High,Pending User,C009,Access Request ,Customer Support,A0012,15.0,0
T0003082,2025-05-15 01:59:48.524794,2025-05-15 12:21:07.885738,P3,Closed,C001,EMAIL,Cust Support,A0017,71.0,0
T0002758,2025-04-11 22:02:48.524794,2025-04-12 21:12:43.653631,P3,Resolved,C001,Email Issue ,Engineering,A0032,1.0,0
T0001461,2024-11-27 00:32:48.524794,2024-11-27 14:23:21.252650,P2,Resolved,C005,Software Install,Operations,A0030,76.0,0
T0000770,2024-09-14 13:21:48.524794,,Critical,In Progress,C006,REPLACE LAPTOP,Operations,A0029,61.0,0
T0000974,2024-10-05 17:41:48.524794,,P3,Open,C004,Account Locked,Procurement,A0041,185.0,0
T0002879,2025-04-24 10:19:48.524794,,P4,In Progress,C003,wi-fi / lan connectivity,Sales,A0043,44.0,0
T0000249,2024-07-25 14:09:48.524794,,P2,Open,C008,Application Crash,IT,A0046,89.0,0
T0002136,2025-02-04 12:47:48.524794,,P2,Pending User,C003,Wifi Issue,Operations,A0027,35.0,0
T0001418,2024-11-23 03:52:48.524794,2024-11-23 17:03:33.289765,P3,Closed,C012,MS Teams / Collaboration,Operations,A0045,179.0,0
T0002252,2025-02-16 01:18:48.524794,,P4,In Progress,C006,Hardware Replace,Engineering,A0035,215.0,0
T0002873,2025-04-23 19:59:48.524794,,P1,In Progress,C012,MS Teams / Collaboration,Customer Support,A0033,17.0,0
T0000098,2024-07-09 21:35:48.524794,2024-07-11 21:24:01.641383,P4 ,Closed,C002,VPN,Engineering,A0037,44.0,0
T0001745,2024-12-27 18:50:48.524794,,P2,Pending User,C004,Password Reset / Account Lock,Engineering,A0058,30.0,0
T0003909,2025-08-08 05:09:48.524794,,P3,In Progress,C012,MS TEAMS / COLLABORATION,Engineering,A0040,200.0,1
T0002012,2025-01-24 01:13:48.524794,,P3,In Progress,C012,Teams Issue,HR,A0047,94.0,0
T0003036,2025-05-10 01:31:48.524794,,P3,Open,C011,Performance Issue,Engineering,A0054,28.0,0
T0004729,2025-11-02 02:51:48.524794,2025-11-02 17:13:14.209950,P3,Resolved,C004,Pwd Reset,Finance,A0059,34.0,0
T0001512,2024-12-02 04:12:48.524794,2024-12-03 01:11:03.951872,P3 ,Resolved,C008,App Crash,Engineering,A0033,65.0,0
T0003962,2025-08-13 13:45:48.524794,,P3,Open,C001,Outlook Issue,Sales,A0013,31.0,0
T0000676,2024-09-05 07:38:48.524794,,P3,In Progress,C006,REPLACE LAPTOP,IT,A0051,,0
T0005198,2025-12-21 05:44:48.524794,2025-12-22 03:22:32.174963,P3,Closed,C003,LAN Connectivity,Engineering,A0022,3.0,1
T0001974,2025-01-19 14:07:48.524794,2025-01-22 12:57:58.170781,P4,Closed,C003,LAN Connectivity,Sales,A0009,75.0,0
T0003563,2025-07-01 00:53:48.524794,2025-07-02 09:57:34.387440,P3,Resolved,C006,REPLACE LAPTOP ,IT,A0041,85.0,0
T0004417,2025-09-29 16:09:48.524794,2025-09-29 17:11:28.397193,P1,Closed,C001,Email Issue,HR,A0052,142.0,0
T0004472,2025-10-06 06:55:48.524794,,P4,Pending User,C003,Wi-Fi / LAN Connectivity,Customer Support,A0006,79.0,0
T0004561,2025-10-14 15:15:48.524794,,P3,In Progress,C009,Access Request,Engineering,A0047,121.0,0
T0003700,2025-07-15 13:35:48.524794,2025-07-15 23:52:27.072513,Medium,Closed,C003,LAN Connectivity,Engineering,A0001,79.0,0
T0001834,2025-01-05 01:11:48.524794,2025-01-05 10:21:15.183408,P1,Closed,C002,REMOTE ACCESS,Operations,A0041,27.0,0
T0005023,2025-12-03 12:45:48.524794,2025-12-05 17:56:08.985538,Low,Closed,C005,install software,Engineering,A0017,18.0,0
T0000139,2024-07-13 20:55:48.524794,2024-07-16 08:50:33.509798,P4,Resolved,C002,Remote Access,IT,A0013,126.0,0
T0000449,2024-08-12 02:06:48.524794,2024-08-19 09:20:35.421446,P4,Closed,C001,Email,Engineering,A0004,8.0,0
T0003498,2025-06-25 07:43:48.524794,2025-06-28 17:02:40.119318,P4,Closed,C008,APPLICATION CRASH,Finance,A0038,128.0,0
T0003408,2025-06-16 18:09:48.524794,,P3,In Progress,C001,Outlook Issue,HR,A0011,16.0,0
T0004107,2025-08-29 16:59:48.524794,,P2,In-Progress,C003,Wi-Fi / LAN Connectivity,Engineering,A0053,55.0,1
T0000523,2024-08-19 07:20:48.524794,2024-08-20 00:29:20.960170,P3,Resolved,C010,SECURITY ALERT,IT,A0001,47.0,0
T0002459,2025-03-09 20:06:48.524794,2025-03-10 13:44:24.970870,P2,Closed,C002,VPN,Operations,A0045,52.0,1
T0003707,2025-07-16 03:15:48.524794,,P3,Open,C007,Printer / Peripheral,HR,A0016,,0
T0002882,2025-04-24 15:17:48.524794,,P3,Open,C009,Access Request,Sales,A0013,10.0,0
T0003719,2025-07-17 06:39:48.524794,,P3,Open,C009,New Access,Marketing,A0057,36.0,0
T0003021,2025-05-08 19:17:48.524794,2025-05-09 14:39:33.491376,P4,Closed,C003,Wi-Fi / LAN Connectivity,IT,A0011,40.0,0
T0000884,2024-09-27 01:27:48.524794,,P3,Open,C009,Access Req ,Finance,A0026,23.0,0
T0001032,2024-10-12 20:12:48.524794,2024-10-15 13:17:24.011367,P4,Closed,C011,Performance Issue,HR,A0048,30.0,0
T0002190,2025-02-10 01:10:48.524794,,P3,Open,C008,App Crash,HR,A0012,38.0,0
T0004405,2025-09-28 12:12:48.524794,2025-09-29 05:50:36.821571,P2,closed,C007,Printer / Peripheral,Customer Support,A0007,7.0,1
T0004258,2025-09-13 17:18:48.524794,,Medium,In Progress,C007,Printer / Peripheral,HR,A0054,153.0,1
T0001169,2024-10-27 00:35:48.524794,2024-10-29 12:41:54.183065,P4,Resolved,C011,Slowness,Finance,A0038,121.0,0
T0004240,2025-09-11 13:37:48.524794,2025-09-12 10:06:33.586414,P3,Resolved,C004,Password Reset / Account Lock,Finance,A0043,52.0,0
T0005118,2025-12-12 18:14:48.524794,,P4,Open,C011,Performance Issue,Sales,A0030,35.0,0
T0002391,2025-03-02 02:45:48.524794,2025-03-02 08:58:46.741872,P2,Closed,C003,Wi-Fi / LAN Connectivity,Sales,A0018,121.0,0
T0000464,2024-08-13 05:36:48.524794,,P3,Open,C004,Pwd Reset,Operations,A0040,94.0,0
T0005127,2025-12-13 09:05:48.524794,2025-12-14 02:45:06.306793,P4,Closed,C008,Application Failure,Engineering,A0002,40.0,0
T0004394,2025-09-27 06:05:48.524794,2025-09-29 04:55:35.537488,P4,Resolved,C009,New Access ,Marketing,A0058,127.0,0
T0000450,2024-08-12 06:02:48.524794,,P3,In Progress,C001,EMAIL,CustomerService,A0018,77.0,0
T0002898,2025-04-26 05:15:48.524794,2025-04-27 04:31:15.282541,P3,Resolved,C003,WIFI ISSUE,IT,A0039,109.0,0
T0004143,2025-09-03 03:58:48.524794,2025-09-03 10:24:38.484077,High,Closed,C010,security alert,Marketing,A0048,33.0,0
T0002113,2025-02-02 00:22:48.524794,2025-02-04 03:37:43.840387,P3,Resolved,C001,Email Issue,HR,A0016,39.0,0
T0000522,2024-08-19 06:17:48.524794,,Low,In Progress,C003,LAN Connectivity,Operations,A0050,38.0,0
T0004249,2025-09-12 11:28:48.524794,,P3,Pending User,C006,Hardware Replace,Legal,A0001,35.0,0
T0004289,2025-09-16 12:47:48.524794,,P2,Open,C004,Password Reset / Account Lock ,HR,A0048,84.0,0
T0000896,2024-09-27 22:16:48.524794,,P3,In Progress,C011,Performance / Slowness,Marketing,A0015,56.0,0
T0001107,2024-10-20 10:44:48.524794,,P3,Pending_User,C010,Alert - Security,Finance,A0005,120.0,0
T0004366,2025-09-24 14:24:48.524794,,P4,Pending User,C004,Account Locked,Sales,A0036,98.0,0
T0004082,2025-08-26 14:01:48.524794,2025-08-26 21:58:35.314923,Medium,Closed,C004,Password Reset / Account Lock ,Finance,A0048,55.0,0
T0002666,2025-04-01 13:06:48.524794,2025-04-02 10:31:38.387627,P3,Closed,C009,Access Req,Engineering,A0001,22.0,0
T0004516,2025-10-10 18:35:48.524794,2025-10-11 16:30:36.416225,P3,Closed,C010,SECURITY ALERT ,Customer Support,A0016,97.0,0
T0003592,2025-07-04 12:40:48.524794,2025-07-04 19:35:48.158451,P3,Closed,C001,Email Issue,Cust Support,A0033,22.0,0
T0002777,2025-04-13 14:59:48.524794,,P3,Pending User,C005,Install Software,Finance,A0003,27.0,0
T0001472,2024-11-28 06:36:48.524794,,P4,Pending User,C007,Printer Issue,CustomerService,A0016,26.0,0
T0003836,2025-07-31 02:42:48.524794,,P3,Pending User,C005,Install Software,Engineering,A0051,1.0,0
T0004718,2025-10-31 23:41:48.524794,2025-11-01 07:40:14.719060,P2,Closed,C008,App Crash,Legal,A0049,56.0,0
T0001115,2024-10-21 05:30:48.524794,2024-10-22 01:50:30.474314,P3,Closed,C012,Teams Issue,Operations,A0038,18.0,0
T0004327,2025-09-19 19:26:48.524794,2025-09-21 19:17:43.322731,P-3,Closed,C005,SOFTWARE INSTALLATION,Operations,A0039,40.0,0
T0001959,2025-01-18 05:36:48.524794,2025-01-18 16:07:10.334073,P3,Closed,C004,Account Locked,Engineering,A0030,17.0,0
T0002497,2025-03-14 01:13:48.524794,,P3,In Progress,C009,Access Request,Legal,A0004,12.0,0
T0002559,2025-03-20 12:47:48.524794,,P4,In Progress,C009,New Access,Operations,A0041,98.0,0
T0003223,2025-05-28 08:35:48.524794,2025-05-28 12:09:59.546370,P1,Resolved,C011,Performance / Slowness,Sales,A0022,,0
T0004459,2025-10-05 02:03:48.524794,2025-10-06 22:05:22.008205,P4,Closed,C010,Alert - Security ,Customer Support,A0055,76.0,0
T0001696,2024-12-22 17:35:48.524794,,P3,Open,C011,PERFORMANCE / SLOWNESS,HR,A0017,9.0,0
T0001939,2025-01-16 10:41:48.524794,2025-01-16 22:35:43.390692,P3,Closed,C004,Password Reset / Account Lock ,Operations,A0019,127.0,0
T0004058,2025-08-24 06:30:48.524794,2025-08-24 18:07:00.533357,P3,Closed,C007,PRINTER / PERIPHERAL,Operations,A0055,66.0,0
T0003364,2025-06-11 22:20:48.524794,2025-06-14 08:33:13.343349,P4,Closed,C001,Email Issue,Engineering,A0012,3.0,0
