TicketID,Status,ChangeDate,ActionType
T0002160,Open,2025-02-06 13:21:48.524794,Created
T0005138,Open,2025-12-14 21:16:48.524794,Created
T0003612,OPEN,2025-07-07 04:13:48.524794,Assigned
T0004162,CLOSED,2025-09-05 10:26:02.198867,Closed
T0000317,Closed,2024-07-31 23:30:41.292212,Closed
T0002428,Open,2025-03-05 23:54:48.524794,Assigned
T0001289,Open,2024-11-09 08:56:48.524794,Created
T0000565,Resolved,2024-08-24 18:56:02.348480,Status Change
T0002768,In Progress,2025-04-14 17:03:28.269135,Status Change
T0004894,open,2025-11-21 08:07:48.524794,Created
T0003005,Resolved,2025-05-07 17:42:34.979004,Status Change
T0003509,Open,2025-06-26 22:31:48.524794,Assigned
T0002528,Open,2025-03-17 19:24:48.524794,Created
T0002640,Open,2025-03-29 17:06:48.524794,Assigned
T0000232,Open,2024-07-23 06:16:48.524794,Created
T0000601,Pending User,2024-08-29 17:29:27.970917,Status Change
T0000614,IN PROGRESS,2024-08-31 08:22:56.081745,Status Change
T0004587,In Progress,2025-10-19 20:54:59.747769,Status Change
T0004269,Resolved,2025-09-14 20:37:07.289098,Status Change
T0003820,Open,2025-07-29 16:16:48.524794,Assigned
T0001290,Closed,2024-11-15 22:51:27.695827,Closed
T0002583,Pending User,2025-03-25 03:05:21.714716,Status Change
T0004632,Open,2025-10-22 10:21:48.524794,Created
T0004244,Open,2025-09-12 05:33:48.524794,Assigned
T0003464,In Progress,2025-06-22 14:29:20.555451,Status Change
T0001638,Open,2024-12-16 01:09:48.524794,Created
T0001074,Open,2024-10-17 07:06:48.524794,Created
T0002686,Closed,2025-04-03 05:35:03.961024,CLOSED
T0001081,Resolved,2024-10-18 15:22:22.609023,Status Change
T0002782,Closed,2025-04-14 18:51:25.941507,Closed
T0000976,Open,2024-10-05 20:43:48.524794,Assigned
T0001276,Open,2024-11-07 05:21:48.524794,Created
T0000167,Open,2024-07-17 13:19:48.524794,Assigned
T0004768,Open,2025-11-06 22:33:48.524794,Assigned
T0003561,In Progress,2025-07-02 00:05:51.344296,Status Change
T0000677,Resolved,2024-09-05 20:50:54.099350,Status Change
T0004382,Closed,2025-09-26 15:20:55.504166,Closed
T0004652,Open,2025-10-24 09:34:48.524794,Created
T0003316,Closed,2025-06-08 00:49:29.572744,Closed
T0001516,Closed,2024-12-03 01:56:19.066286,Closed
T0001615,Closed,2024-12-14 14:10:52.322602,Closed
T0003583,In Progress,2025-07-05 01:03:26.478173,Status Change
T0000544,Closed,2024-08-22 05:12:12.644340,Closed
T0003206,Open,2025-05-26 19:08:48.524794,Created
T0000980,Resolved,2024-10-07 11:52:57.510996,Status Change
T0001692,Open,2024-12-22 07:15:48.524794,Assigned
T0000713,Open,2024-09-08 17:59:48.524794,Assigned
T0002877,Pending User,2025-04-25 16:44:28.520123,Status Change
T0001187,Open,2024-10-29 15:19:48.524794,Created
T0000184,Open,2024-07-19 10:23:48.524794,Assigned
T0004058,Open,2025-08-24 08:23:48.524794,Assigned 
T0002785,In Progress,2025-04-16 00:41:12.382224,Status Change
T0005006,Closed,2025-12-02 11:36:37.012523,Closed
T0004654,Pending User,2025-10-25 15:20:17.567972,Status Change
T0002966,Pending User,2025-05-04 03:56:28.990205,Status Change
T0002449,Closed,2025-03-08 21:40:07.684611,Closed
T0002388,RESOLVED,2025-03-04 10:20:48.543538,Status Change
T0000360,Open,2024-08-04 13:08:48.524794,Created
T0004188,Open,2025-09-06 15:39:48.524794,Assigned
T0000675,Resolved,2024-09-06 04:06:55.218112,Status Change
T0004856,Closed,2025-11-20 23:02:26.057622,Closed
T0005096,Closed,2025-12-10 13:47:44.505145,Closed
T0002518,Open,2025-03-16 21:45:48.524794,Created
T0000787,closed,2024-09-17 02:30:10.145773,Closed
T0002295,In Progress,2025-02-20 23:52:47.985080,Status Change
T0002230,Closed,2025-02-14 03:06:27.402615,Closed
T0002753,Open,2025-04-10 12:52:48.524794,Assigned
T0005055,In Progress,2025-12-06 22:11:09.208936,Status Change
T0001907,Resolved,2025-01-14 07:05:09.121026,Status Change
T0001034,Open,2024-10-12 23:39:48.524794,Created
T0003368,Closed,2025-06-13 01:38:18.692666,Closed
T0002229,Open,2025-02-13 14:04:48.524794,Created 
T0002139,In Progress,2025-02-05 12:46:09.037710,Status Change
T0002553,Open,2025-03-19 23:39:48.524794,Created
T0001338,Resolved,2024-11-14 03:51:40.052672,Status Change
T0000802,Open,2024-09-18 20:36:48.524794,Assigned
T0004508,RESOLVED,2025-10-12 01:10:22.933844,Status Change
T0001263,Open,2024-11-06 13:06:48.524794,Assigned
T0001579,Resolved,2024-12-12 05:13:21.747285,Status Change
T0003222,Pending User,2025-05-31 02:07:01.475828,Status Change
T0004380,Resolved,2025-09-28 10:02:26.211263,Status Change
T0003505,Resolved,2025-06-26 14:51:44.676385,Status Change
T0002334,In Progress,2025-02-26 21:08:27.819453,Reassigned
T0003054,In Progress,2025-05-13 17:18:31.692816,Status Change
T0003123,Closed,2025-05-18 18:55:57.500680,Closed
T0003215,Open,2025-05-27 16:38:48.524794,Created
T0003873,Pending User,2025-08-04 19:01:45.673023,Status Change
T0001379,In Progress,2024-11-20 11:44:25.427471,Reassigned
T0002800,Pending User,2025-04-17 18:27:33.088227,Status Change
T0001735,Open,2024-12-27 03:42:48.524794,Created
T0000917,In Progress,2024-10-01 09:56:21.759347,Status Change
T0002644,Open,2025-03-29 20:05:48.524794,Assigned
T0003700,Open,2025-07-15 13:35:48.524794,Created
T0004636,Open,2025-10-23 02:55:48.524794,Assigned
T0002589,Open,2025-03-24 14:35:48.524794,assigned
T0001983,Open,2025-01-20 23:55:48.524794,Assigned
T0000090,Pending User,2024-07-11 06:45:27.786010,Status Change
T0001691,Open,2024-12-22 04:22:48.524794,Assigned
T0000841,In Progress,2024-09-24 13:12:46.122039,Status Change
T0001381,Open,2024-11-18 15:16:48.524794,CREATED
T0000362,Resolved,2024-08-06 03:37:32.926176,Status Change
T0002129,Pending User,2025-02-03 22:35:23.693371,Status Change
T0001030,Resolved,2024-10-13 13:54:57.486059,STATUS CHANGE
T0001956,Open,2025-01-18 00:05:48.524794,Assigned
T0002809,Closed,2025-04-21 21:33:36.483770,Closed
T0000778,PENDING USER,2024-09-15 21:40:00.091948,Status Change
T0000116,Open,2024-07-12 03:42:48.524794,Assigned
T0004672,Pending User,2025-10-26 09:23:49.989913,Status Change
T0003108,Open,2025-05-17 05:20:48.524794,Created
T0004431,Resolved,2025-10-02 18:38:40.485645,Status Change
T0003578,Open,2025-07-02 14:02:48.524794,Assigned
T0000694,Pending User,2024-09-07 10:22:10.780090,Status Change
T0000791,Resolved,2024-09-17 09:07:15.281406,Status Change
T0003201,Open,2025-05-26 01:18:48.524794,Assigned
T0003360,Closed,2025-06-12 02:28:21.112369,Closed
T0002598,Closed,2025-03-26 15:50:28.924692,Closed
T0003940,Pending User,2025-08-12 17:22:28.255262,Status Change
T0003614,Resolved,2025-07-08 19:53:35.243745,Status Change
T0002721,Open,2025-04-06 05:36:48.524794,Created
T0001632,Resolved,2024-12-17 16:10:53.975692,Status Change
T0002739,Pending User,2025-04-09 18:57:41.702046,status change
T0000136,Pending User,2024-07-14 18:25:55.335113,Status Change
T0000156,In Progress,2024-07-16 09:35:59.906782,Status Change
T0002572,Open,2025-03-22 09:15:48.524794,Created
T0000003,In Progress,2024-06-29 21:46:30.660176,Status Change
T0002175,Closed,2025-02-08 11:23:06.826746,Closed
T0002507,Resolved,2025-03-17 12:41:07.249646,Status Change
T0002169,Open,2025-02-08 16:28:56.685020,Reopened
T0004006,In Progress,2025-08-18 14:59:33.017272,Status Change
T0003029,Open,2025-05-09 17:46:48.524794,Assigned
T0004035,PENDING USER,2025-08-24 19:06:44.499348,Status Change
T0000238,Resolved,2024-07-25 08:31:20.505946,STATUS CHANGE
T0002672,Closed,2025-04-02 07:51:20.070906,Closed
T0000617,Closed,2024-08-31 08:31:48.831518,Closed
T0004329,Pending User,2025-09-20 20:02:20.798717,Status Change
T0001084,Closed,2024-10-18 02:54:05.830645,Closed
T0002790,Open,2025-04-15 16:07:48.524794,Assigned
T0002487,Closed,2025-03-16 00:56:44.578970,Closed
T0001914,Open,2025-01-14 05:50:48.524794,Created
T0004876,Open,2025-11-19 10:14:48.524794,Assigned
T0000501,Open,2024-08-16 09:39:48.524794,Created
T0002779,Resolved,2025-04-15 02:36:13.795045,Status Change
T0004862,In Progress,2025-11-18 04:20:51.666078,Status Change
T0004925,Open,2025-11-24 12:49:48.524794,Created
T0003723,Open,2025-07-17 15:05:48.524794,Assigned
T0004100,Closed,2025-08-30 07:27:35.817748,Closed
T0000188,Pending User,2024-07-20 08:41:12.036456,Status Change
T0001374,Open,2024-11-17 09:56:48.524794,Created
T0002068,Open,2025-01-29 08:40:48.524794,created
T0001839,Closed,2025-01-06 23:51:11.842375,Closed
T0002969,Open,2025-05-04 05:49:48.524794,Assigned
T0004241,Open,2025-09-11 23:11:48.524794,Created
T0000479,Pending User,2024-08-15 01:41:41.418562,Status Change
T0003298,Open,2025-06-04 21:20:48.524794,Created
T0002169,Closed,2025-02-07 16:04:09.066822,Closed
T0001624,Closed,2024-12-15 10:21:33.569383,Closed
T0005115,Open,2025-12-12 15:46:48.524794,Created
T0003856,Open,2025-08-02 02:05:48.524794,Assigned
T0001804,Resolved,2025-01-02 18:40:25.303804,Status Change 
T0002752,In Progress,2025-04-11 10:11:31.627249,Status Change
T0001932,Resolved,2025-01-17 17:53:41.477382,Status Change
T0004028,Pending User,2025-08-20 17:18:25.116646,Status Change
T0003798,Closed,2025-07-27 19:07:21.141631,Closed
T0003867,Closed,2025-08-02 21:12:20.658767,Closed
T0001703,Closed,2024-12-23 11:33:26.233121,Closed
T0003172,Resolved,2025-05-25 06:03:21.904359,Status Change
T0002400,Open,2025-03-03 20:14:48.524794,Assigned
T0003884,Open,2025-08-04 11:33:48.524794,Assigned
T0004884,Resolved,2025-11-20 16:34:49.432249,Status Change
T0000395,Open,2024-08-06 23:30:48.524794,Created
T0004001,In Progress,2025-08-17 08:40:18.635468,Status Change
T0000762,Resolved,2024-09-15 20:31:42.429464,Status Change
T0004989,OPEN,2025-11-30 18:52:48.524794,Assigned
T0003851,In Progress,2025-08-03 04:00:44.981886,Status Change
T0004690,Resolved,2025-10-28 11:49:38.290699,Status Change
T0003377,Open,2025-06-13 07:39:48.524794,Assigned
T0004230,Open,2025-09-10 09:16:48.524794,Assigned
T0001487,Open,2024-11-29 12:41:48.524794,Created
T0003741,Resolved,2025-07-21 11:16:27.180885,Status Change
T0003446,Pending User,2025-06-22 00:11:39.005440,Status Change
T0000261,Resolved,2024-07-28 10:23:06.470102,Status Change
T0001847,Resolved,2025-01-07 01:43:41.971532,Status Change
T0004041,Pending User,2025-08-22 10:27:17.586894,Status Change
T0003175,Open,2025-05-23 09:16:48.524794,Created
T0004932,Open,2025-11-24 21:12:48.524794,Created
T0001201,In Progress,2024-11-02 04:01:13.863497,Status Change
T0002612,Open,2025-03-26 20:50:48.524794,Created
T0001154,Resolved,2024-10-26 22:59:51.600848,Status Change
T0002573,In Progress,2025-03-23 13:57:30.291533,Status Change
T0004182,Closed,2025-09-06 07:52:37.478553,Closed
T0001481,Open,2024-11-28 23:26:48.524794,Assigned
T0001871,Resolved,2025-01-09 18:08:23.270576,Status Change
T0002326,Open,2025-02-23 08:15:48.524794,Assigned
T0001863,Open,2025-01-07 14:51:48.524794,CREATED
T0003273,Pending User,2025-06-03 07:10:05.688290,Status Change
T0000576,Open,2024-08-25 11:20:48.524794,Created
T0001675,Resolved,2024-12-22 06:39:29.480965,Status Change
T0000469,Closed,2024-08-13 22:55:08.981853,Closed
T0003304,Open,2025-06-05 12:31:48.524794,Created
T0001974,Pending User,2025-01-20 07:57:32.517264,Status Change
T0001156,In Progress,2024-10-27 09:42:56.024343,Status Change
T0003528,Closed,2025-06-28 18:45:21.783990,Closed
T0002438,Resolved,2025-03-07 23:14:34.189206,Status Change
T0002227,Resolved,2025-02-14 11:18:21.324498,Status Change
T0004446,Pending_User,2025-10-06 04:21:27.424363,Status Change
T0005109,Open,2025-12-11 12:28:48.524794,Assigned
T0000469,Open,2024-08-13 15:48:48.524794,Created
T0000157,In-Progress,2024-07-16 14:42:18.128922,Status Change
T0001195,In Progress,2024-11-01 00:29:01.271961,Status Change
T0004968,Closed,2025-11-30 19:34:54.706787,Closed
T0003032,Open,2025-05-09 21:16:48.524794,Assigned
T0003551,In Progress,2025-07-01 22:02:51.969364,Status Change
T0001549,Open,2024-12-06 15:08:48.524794,Assigned
T0004904,Resolved,2025-11-22 21:57:13.483562,Status Change
T0003809,Open,2025-07-28 08:23:48.524794,Assigned
T0005191,Resolved,2025-12-21 21:46:47.558930,status change
T0004272,Resolved,2025-09-15 20:04:21.371921,Status Change
T0002812,Pending User,2025-04-18 10:16:07.400592,Status Change
T0005038,Open,2025-12-04 15:33:48.524794,Assigned
T0001080,Open,2024-10-17 18:00:48.524794,Created
T0003823,PENDING USER,2025-07-30 08:32:52.091251,Status Change
T0003259,Open,2025-05-31 21:59:48.524794,Created
T0004528,Resolved,2025-10-12 11:33:56.494601,Status Change
T0000465,Pending User,2024-08-14 17:13:08.098906,Status Change
T0004223,IN PROGRESS,2025-09-10 15:08:13.488227,Status Change
T0003658,Pending User,2025-07-11 15:08:24.380108,Status Change
T0000194,Closed,2024-07-20 20:44:31.145461,Closed
T0002834,Pending User,2025-04-23 03:22:48.138499,Status Change
T0000371,Open,2024-08-07 13:03:12.012723,Reopened
T0000954,Open,2024-10-04 09:51:48.524794,Assigned
T0001081,Closed,2024-10-18 01:02:40.599022,Closed
T0003236,Resolved,2025-05-29 13:03:01.265100,Status Change
T0003139,Open,2025-05-20 01:22:48.524794,Assigned
T0003620,Open,2025-07-08 02:01:48.524794,Created
T0000041,Closed,2024-07-05 17:23:36.502012,Closed
T0003387,In Progress,2025-06-15 03:44:44.064659,Status Change
T0002520,Pending User,2025-03-18 06:06:31.571124,Status Change
T0000957,Open,2024-10-04 09:47:48.524794,Created
T0002142,Pending User,2025-02-05 14:56:56.246066,Status Change
T0003104,Open,2025-05-17 02:06:48.524794,Assigned
T0003687,Resolved,2025-07-16 10:45:04.261427,Status Change
T0001131,Pending User,2024-10-24 08:17:40.115660,Status Change
T0000315,Open,2024-07-31 05:43:48.524794,Assigned
T0001713,Pending User,2024-12-25 09:20:09.342328,Status Change
T0000642,Open,2024-09-01 22:47:48.524794,Assigned
T0002880,Resolved,2025-04-25 15:57:23.656776,Status Change
T0001428,Pending User,2024-11-25 06:12:49.210328,Status Change
T0002773,Open,2025-04-13 10:56:48.524794,Assigned
T0002187,Pending User,2025-02-11 12:17:18.608211,Status Change
T0004111,Closed,2025-08-30 08:39:03.261598,Closed
T0005116,Open,2025-12-12 16:21:48.524794,Created
T0003304,Open,2025-06-05 14:55:48.524794,Assigned
T0000792,Open,2024-09-17 11:11:48.524794,Assigned
T0001587,Resolved,2024-12-11 18:27:33.011893,Status Change
T0004574,Pending User,2025-10-17 15:38:17.969017,Status Change
T0002752,Closed,2025-04-12 20:32:26.200135,Closed
T0003793,Resolved,2025-07-28 01:00:53.623620,Status Change
T0002815,In Progress,2025-04-20 06:10:25.377367,Status Change
T0004637,In Progress,2025-10-24 02:10:20.625401,Status Change
T0000993,Closed,2024-10-08 06:50:24.108249,Closed
T0004673,Open,2025-10-26 05:28:48.524794,Created
T0004896,Pending User,2025-11-22 22:13:35.503327,Status Change
T0001144,Pending User,2024-10-25 15:07:47.012311,Status Change
T0004656,Open,2025-10-24 22:07:48.524794,Assigned
T0001976,Pending User,2025-01-20 13:16:25.313057,Status Change
T0000377,Resolved,2024-08-07 01:39:59.115209,Status Change
T0003348,Open,2025-06-10 14:33:48.524794,Assigned
T0001443,Closed,2024-11-25 19:49:35.696421,Closed
T0004331,Pending User,2025-09-20 18:37:28.732439,Status Change
T0002060,Open,2025-01-28 15:15:48.524794,Assigned
T0004210,Open,2025-09-08 04:35:48.524794,Assigned
T0000283,Resolved,2024-07-29 18:33:43.668201,Status Change
T0001829,Open,2025-01-04 20:04:48.524794,Created
T0001722,In Progress,2024-12-27 12:01:38.124121,Reassigned
T0004732,Closed,2025-11-04 10:10:25.667062,Closed
T0001396,Resolved,2024-11-22 15:52:14.560167,Status Change
T0001498,Resolved,2024-12-01 18:13:04.385221,Status Change
T0000360,Closed,2024-08-04 17:43:55.848733,Closed
T0005193,Resolved,2025-12-20 22:20:01.905148,Status Change
T0004111,Open,2025-08-30 06:27:48.524794,Assigned
T0001846,Closed,2025-01-06 17:58:29.422557,Closed
T0001929,Pending User,2025-01-15 18:15:04.889594,Status Change
T0000569,Open,2024-08-24 20:45:48.524794,Assigned
T0004128,Resolved,2025-09-02 23:27:03.989517,Status Change
T0001775,Open,2024-12-31 05:19:48.524794,Assigned
T0004134,Resolved,2025-09-04 05:32:53.884141,Status Change
T0000936,Open,2024-10-02 04:21:48.524794,Assigned
T0001004,Resolved,2024-10-08 23:25:12.225490,Status Change
T0003222,Pending User,2025-05-28 23:00:47.237131,Status Change
T0000864,Closed,2024-09-26 09:38:17.548412,Closed
T0003144,Open,2025-05-20 11:56:48.524794,Assigned
T0004811,Open,2025-11-12 18:34:48.524794,Created
T0000618,Open,2024-08-30 15:07:48.524794,Assigned
T0000758,In Progress,2024-09-13 16:37:04.400363,Status Change
T0004828,Open,2025-11-14 16:41:48.524794,Created
T0005133,Pending User,2025-12-16 20:05:03.735836,Status Change
T0000018,PENDING USER,2024-07-03 15:07:02.707700,Status Change
T0004146,In Progress,2025-09-05 21:14:36.432120,Reassigned
T0003817,Open,2025-07-29 05:22:48.524794,Created
T0000942,Open,2024-10-02 23:48:48.524794,Assigned
T0000471,In Progress,2024-08-14 12:44:18.961065,Status Change
T0002152,Pending User,2025-02-08 11:57:11.604304,Status Change
T0004112,Open,2025-08-30 10:20:48.524794,Created
T0002498,Open,2025-03-14 01:57:48.524794,Created
T0003274,In Progress,2025-06-02 18:24:06.805763,Status Change
T0004259,Pending User,2025-09-15 03:16:52.479590,Status Change
T0003361,Closed,2025-06-12 11:04:51.234374,Closed
T0003725,Open,2025-07-17 15:39:48.524794,Created
T0001411,In Progress,2024-11-23 15:59:40.725929,Status Change
T0003624,Closed,2025-07-09 02:11:21.883074,Closed
T0003753,Open,2025-07-21 22:13:48.524794,Assigned
T0003545,Pending User,2025-07-02 09:18:12.338734,Status Change
T0002406,Closed,2025-03-04 22:46:36.179754,Closed
T0000972,Open,2024-10-05 16:03:48.524794,Assigned
T0001216,Open,2024-11-01 08:08:48.524794,Created
T0001498,Open,2024-11-30 23:21:48.524794,Assigned
T0004948,In Progress,2025-11-27 02:34:43.764439,Status Change
T0000771,Open,2024-09-14 16:12:48.524794,Created
T0000513,In progress,2024-08-19 21:57:38.646645,Status Change
T0004923,Open,2025-11-24 07:07:48.524794,Created
T0004945,Pending User,2025-11-27 11:04:21.731449,Status Change
T0004491,In Progress,2025-10-09 18:10:13.134614,Status Change
T0001458,In Progress,2024-11-27 12:34:20.650940,Status Change
T0000997,In Progress,2024-10-08 16:57:43.336614,Status Change
T0000036,Open,2024-07-04 08:12:48.524794,Created
T0003780,In Progress,2025-07-26 02:39:29.700771,Reassigned
T0001865,Open,2025-01-07 21:14:48.524794,Assigned
T0002791,Open,2025-04-15 19:11:48.524794,Assigned
T0001296,Resolved,2024-11-11 06:01:47.309624,STATUS CHANGE
T0000566,Open,2024-08-24 09:50:48.524794,Created
T0002766,Open,2025-04-12 21:31:48.524794,Created
T0003099,Open,2025-05-16 19:22:48.524794,Assigned
T0001059,Open,2024-10-15 17:57:48.524794,Assigned
T0003624,Resolved,2025-07-08 22:39:40.733626,Status Change
T0003268,Open,2025-06-01 12:40:48.524794,Assigned
T0002464,Closed,2025-03-11 18:58:49.550655,Closed
T0003728,Open,2025-07-19 00:05:48.524794,Assigned
T0003372,Open,2025-06-12 23:21:48.524794,Created
T0003565,Pending User,2025-07-02 21:40:17.138820,Status Change
T0004746,Closed,2025-11-04 09:39:38.644226,Closed
T0000538,Open,2024-08-21 03:12:48.524794,Created
T0000506,Resolved,2024-08-20 02:32:47.944098,Status Change
T0004158,Pending User,2025-09-04 11:50:02.051112,Status Change
T0002102,Open,2025-01-31 23:15:48.524794,Assigned
T0000688,Closed,2024-09-08 09:58:59.831530,Closed
T0001533,In Progress,2024-12-05 08:28:08.379385,Status Change
T0004193,Open,2025-09-07 01:08:48.524794,Assigned
T0001510,Pending User,2024-12-04 15:49:05.107206,Status Change
T0000030,Open,2024-07-03 12:37:48.524794,Created
T0003565,Pending User,2025-07-02 15:56:42.851803,Status Change
T0000259,Open,2024-07-26 16:28:48.524794,Created
T0002197,Resolved,2025-02-11 06:45:12.298416,Status Change
